branche,lobbygruppe,parlamentarier,parlamentarier_id,partei,fraktion,kanton,geschlecht,id,organisation,status,art,funktion,in_organisation_seit,rechtsform,verguetung
Sport,Breitensport,Alex Kuprecht,1162,SVP,V,SZ,M,13184,Schwyzer Kantonal-Schützengesellschaft,deklariert,vorstand,mitglied,,Verein,0
Sport,Breitensport,Bruno Walliser,4177,SVP,V,ZH,M,3659,"Rad- und Motorfahrer-Verband am Zürichsee, Oberland und Linthgebiet",nicht-deklariert,vorstand,praesident,,Verein,
Sport,Breitensport,Cédric Wermuth,4057,SP,S,AG,M,2780,Arbeiterstrandbad Tennwil,deklariert,vorstand,mitglied,,Stiftung,100
Sport,Breitensport,Charles Juillard,4240,M,M-E,JU,M,8164,Kantonalschützenfest Jura 2023,deklariert,vorstand,praesident,,Verein,0
Sport,Breitensport,Christa Markwalder,1139,FDP,RL,BE,F,4382,Skigruppe der Bundesversammlung,deklariert,vorstand,praesident,,Verein,-1
Sport,Breitensport,Corina Gredig,4267,GLP,GL,ZH,F,13179,FC Helvetia,deklariert,vorstand,mitglied,,Verein,0
Sport,Breitensport,Daniel Fässler,4056,M,M-E,AI,M,11637,"Trägerverein Jubiläums-Schwinget 125 Jahre ESV ""Appenzell 2024""",deklariert,beirat,praesident,2021-01-29,Verein,0
Sport,Breitensport,Flavia Wasserfallen,4224,SP,S,BE,F,13202,FC Helvetia,deklariert,vorstand,mitglied,2022-01-14,Verein,0
Sport,Breitensport,Hans Stöckli,1267,SP,S,BE,M,275,Verein Eidgenössisches Turnfest 2013,deklariert,vorstand,praesident,,Verein,1
Sport,Breitensport,Hans Stöckli,1267,SP,S,BE,M,6913,Swiss Bike Park AG,deklariert,beirat,praesident,,AG,0
Sport,Breitensport,Ida Glanzmann-Hunkeler,1337,M,M-E,LU,F,7302,Seilziehclub Ebersecken,nicht-deklariert,taetig,,,Verein,0
Sport,Breitensport,Jakob Stark,4241,SVP,V,TG,M,11688,Trägerverein des Thurgauer Kantonalschützenfest 2023,deklariert,vorstand,praesident,2021-02-13,Verein,0
Sport,Breitensport,Jean-Luc Addor,4154,SVP,V,VS,M,6029,Société de tir pratique Valais,deklariert,vorstand,vizepraesident,,Verein,0
Sport,Breitensport,Johanna Gapany,4306,FDP,RL,FR,F,13176,FC Helvetia,deklariert,vorstand,mitglied,,Verein,0
Sport,Breitensport,Josef Dittli,4151,FDP,RL,UR,M,3787,Stiftung Eishockeyförderung Gotthard,deklariert,vorstand,praesident,,Stiftung,0
Sport,Breitensport,Jürg Grossen,4083,GLP,GL,BE,M,4114,Verein zur Förderung der sportlichen Betätigung,deklariert,vorstand,mitglied,,Verein,0
Sport,Breitensport,Lars Guggisberg,4310,SVP,V,BE,M,8228,Vereinigung Bernischer Sportverbände,nicht-deklariert,vorstand,mitglied,2020-02-01,Verein,
Sport,Breitensport,Lilian Studer,4294,EVP,M-E,AG,F,13476,FC Helvetia,deklariert,vorstand,mitglied,2022-04-29,Verein,0
Sport,Breitensport,Lorenzo Quadri,4046,Lega,V,TI,M,5805,Società Anonima Immobiliare Sportiva,nicht-deklariert,vorstand,mitglied,,AG,2000
Sport,Breitensport,Manuel Strupler,4293,SVP,V,TG,M,12121,Fussballgolf Thurgau GmbH,deklariert,geschaeftsfuehrend,,2021-03-01,GmbH,0
Sport,Breitensport,Matthias Aebischer,4049,SP,S,BE,M,5927,Grand Prix von Bern (GP Bern),deklariert,vorstand,praesident,,Verein,12000
Sport,Breitensport,Matthias Aebischer,4049,SP,S,BE,M,2458,SwissTopSport,deklariert,vorstand,mitglied,,Verein,0
Sport,Breitensport,Michael Graber,4319,SVP,V,VS,M,12011,Schwingklub Oberwallis,deklariert,taetig,,,Verein,0
Sport,Breitensport,Stefanie Heimgartner,4314,SVP,V,AG,F,7828,Skiclub Mundaun,nicht-deklariert,vorstand,mitglied,,Verein,
Sport,Spitzensport,Albert Rösti,4100,SVP,V,BE,M,12108,Bewerbungskomitee Eidgenössisches Schwing- und Älplerfest Thun 2028,deklariert,vorstand,praesident,,Einfache Gesellschaft,0
Sport,Spitzensport,Alex Kuprecht,1162,SVP,V,SZ,M,516,Lakers Sport AG,deklariert,beirat,mitglied,,AG,0
Sport,Spitzensport,Aline Trede,4128,Grüne,G,BE,F,11361,Stiftung für den Schweizer Nachwuchs im Radsport,deklariert,vorstand,praesident,2020-08-21,Stiftung,0
Sport,Spitzensport,Barbara Gysi,4121,SP,S,SG,F,7794,Trägerverein National Summer Games 2022 St.Gallen,deklariert,vorstand,mitglied,,Verein,0
Sport,Spitzensport,Beat Rieder,4204,M,M-E,VS,M,11518,Ski Valais,deklariert,vorstand,praesident,2021-01-16,Verein,1
Sport,Spitzensport,Benedikt Würth,4237,M,M-E,SG,M,11415,FC St. Gallen AG,deklariert,vorstand,mitglied,2020-11-30,AG,1
Sport,Spitzensport,Brigitte Häberli-Koller,1106,M,M-E,TG,F,4903,Rennverein Frauenfeld,nicht-deklariert,beirat,mitglied,,Verein,0
Sport,Spitzensport,Damian Müller,4207,FDP,RL,LU,M,12127,Schweizerischer Verband für Pferdesport,deklariert,vorstand,praesident,2021-09-03,Verein,0
Sport,Spitzensport,Fabien Fivaz,4260,Grüne,G,NE,M,11906,Swiss Cycling,deklariert,vorstand,mitglied,2021-03-22,Verein,0
Sport,Spitzensport,Fabio Regazzi,4072,M,M-E,TI,M,4302,Hockey Club Lugano SA,deklariert,vorstand,mitglied,2014-11-26,AG,0
Sport,Spitzensport,Fabio Regazzi,4072,M,M-E,TI,M,13250,SAM Basket Massagno,deklariert,beirat,praesident,2022-01-28,Verein,0
Sport,Spitzensport,Franz Grüter,4162,SVP,V,LU,M,3735,FC Luzern-Innerschweiz AG,deklariert,beirat,mitglied,,AG,0
Sport,Spitzensport,Hans Stöckli,1267,SP,S,BE,M,5654,Verein für eine Schweizer Olympiakandidatur,nicht-deklariert,vorstand,vizepraesident,,Verein,1
Sport,Spitzensport,Hans Wicki,4152,FDP,RL,NW,M,11529,Fussballclub Luzern Verein,deklariert,beirat,mitglied,2021-01-23,Verein,0
Sport,Spitzensport,Hans Wicki,4152,FDP,RL,NW,M,8285,Schweizerische Sportmittelschule Engelberg AG,deklariert,beirat,mitglied,,AG,0
Sport,Spitzensport,Jacqueline de Quattro,4257,FDP,RL,VD,F,10849,Schweizerischer Judo & Ju-Jitsu Verband (SJV),deklariert,vorstand,vizepraesident,,Verein,1
Sport,Spitzensport,Jakob Stark,4241,SVP,V,TG,M,11683,Rennverein Frauenfeld,deklariert,beirat,mitglied,2021-02-13,Verein,0
Sport,Spitzensport,Lars Guggisberg,4310,SVP,V,BE,M,13482,Nationales Nordisches Skizentrum Kandersteg Genossenschaft,deklariert,vorstand,praesident,2022-05-09,Genossenschaft,0
Sport,Spitzensport,Laurence Fehlmann Rielle,4195,SP,S,GE,F,7086,Kantonale Sporthilfe-Kommission Genf,deklariert,vorstand,mitglied,,Stiftung,2000
Sport,Spitzensport,Manuel Strupler,4293,SVP,V,TG,M,7764,Thurgauer kantonaler Schwingerverband,nicht-deklariert,vorstand,mitglied,,Verein,
Sport,Spitzensport,Martin Landolt,4008,M,M-E,GL,M,6669,Biogas Volley Naefels,deklariert,vorstand,praesident,2011-09-01,Verein,0
Sport,Spitzensport,Nicolò Paganini,4222,M,M-E,SG,M,11492,Stiftung Pro Stadion St. Gallen,deklariert,vorstand,mitglied,2020-11-18,Stiftung,0
Sport,Spitzensport,Peter Hegglin,4153,M,M-E,ZG,M,5871,Verein Winteruniversiade 2021 Luzern-Zentralschweiz,nicht-deklariert,beirat,praesident,,Verein,0
Sport,Spitzensport,Philipp Matthias Bregy,4230,M,M-E,VS,M,6796,FC Naters,deklariert,vorstand,mitglied,,Verein,0
Sport,Spitzensport,Philipp Matthias Bregy,4230,M,M-E,VS,M,6791,FC Naters Oberwallis AG,deklariert,vorstand,mitglied,,AG,0
Sport,Spitzensport,Prisca Birrer-Heimo,4030,SP,S,LU,F,7081,Verein Winteruniversiade 2021 Luzern-Zentralschweiz,nicht-deklariert,beirat,mitglied,,Verein,0
Sport,Spitzensport,Rocco Cattaneo,4217,FDP,RL,TI,M,5720,Velo Club Monte Tamaro,deklariert,vorstand,praesident,,Verein,0
Sport,Spitzensport,Rocco Cattaneo,4217,FDP,RL,TI,M,5714,Union Cycliste Internationale,deklariert,vorstand,mitglied,,Verein,1
Sport,Spitzensport,Rocco Cattaneo,4217,FDP,RL,TI,M,13253,CMC Exploitation SA,deklariert,vorstand,mitglied,2022-09-27,AG,0
Sport,Spitzensport,Simon Stadler,4292,M,M-E,UR,M,8002,Urner Kantonaler Schwingerverband,deklariert,vorstand,mitglied,,Verein,0
Sport,Spitzensport,Vincent Maitre,4275,M,M-E,GE,M,11644,FC Saint-Paul,deklariert,vorstand,mitglied,2021-01-29,Verein,0
Sport,Sport allgemein,Andrea Caroni,4075,FDP,RL,AR,M,10957,Appenzellischer Turnverband,nicht-deklariert,taetig,,,Verein,0
Sport,Sport allgemein,Benedikt Würth,4237,M,M-E,SG,M,11414,FC St. Gallen Event AG,deklariert,vorstand,mitglied,2020-11-25,AG,1
Sport,Sport allgemein,Diana Gutjahr,4216,SVP,V,TG,F,13637,Swiss Tennis,deklariert,vorstand,mitglied,2022-03-12,Verein,1
Sport,Sport allgemein,Eric Nussbaumer,3899,SP,S,BL,M,10885,Genossenschaft Stadion St. Jakob-Park,deklariert,vorstand,mitglied,,Genossenschaft,1
Sport,Sport allgemein,Fabio Regazzi,4072,M,M-E,TI,M,4315,Federazione Cacciatori Ticinesi,deklariert,vorstand,praesident,,Verein,0
Sport,Sport allgemein,Manuel Strupler,4293,SVP,V,TG,M,7773,Chranz-Club,deklariert,vorstand,praesident,,Verein,0
Sport,Sport allgemein,Martin Candinas,4070,M,M-E,GR,M,13579,Organisationskomitee Eidgenössisches Schützenfest Chur I Graubünden 2026 (ESF2026),deklariert,vorstand,praesident,2022-06-03,Verein,1
Sport,Sport allgemein,Pirmin Schwander,1159,SVP,V,SZ,M,13588,Sportverband Kanton Schwyz,deklariert,geschaeftsfuehrend,praesident,2022-06-03,Verein,0
Staatspolitik/Staatswirtschaft,Aufsichtsgremien,Albert Rösti,4100,SVP,V,BE,M,12107,Begleitgruppe Räumung ehemaliges Munitionslager Mitholz,deklariert,taetig,praesident,,Einfache Gesellschaft,1
Staatspolitik/Staatswirtschaft,Berggebiete,Albert Rösti,4100,SVP,V,BE,M,649,Volkswirtschaft Berner Oberland,deklariert,geschaeftsfuehrend,mitglied,,Verein,1
Staatspolitik/Staatswirtschaft,Berggebiete,Anna Giacometti,4265,FDP,RL,GR,F,11771,Schweizer Patenschaft für Berggemeinden,deklariert,vorstand,mitglied,2020-10-01,Verein,0
Staatspolitik/Staatswirtschaft,Berggebiete,Christian Lüscher,3895,FDP,RL,GE,M,8039,FONDATION JEAN TROILLET,deklariert,vorstand,mitglied,,Stiftung,0
Staatspolitik/Staatswirtschaft,Berggebiete,Christine Badertscher,4246,Grüne,G,BE,F,12869,Schweizerische Arbeitsgemeinschaft für die Berggebiete (SAB),deklariert,vorstand,mitglied,2020-08-27,Verein,600
Staatspolitik/Staatswirtschaft,Berggebiete,Christine Bulliard-Marbach,4101,M,M-E,FR,F,6455,Schweizerische Arbeitsgemeinschaft für die Berggebiete (SAB),deklariert,vorstand,praesident,,Verein,8586
Staatspolitik/Staatswirtschaft,Berggebiete,Erich Ettlin,4206,M,M-E,OW,M,6168,Brunni-Bahnen Engelberg AG,deklariert,vorstand,mitglied,,AG,1
Staatspolitik/Staatswirtschaft,Berggebiete,Heidi Z'graggen,4243,M,M-E,UR,F,11690,"alpinfra, Hilfe für Berggemeinden",deklariert,vorstand,mitglied,2021-02-13,Verein,1
Staatspolitik/Staatswirtschaft,Berggebiete,Martin Candinas,4070,M,M-E,GR,M,4196,Schweizerische Arbeitsgemeinschaft für die Berggebiete (SAB),deklariert,vorstand,vizepraesident,,Verein,1
Staatspolitik/Staatswirtschaft,Berggebiete,Stefan Engler,4055,M,M-E,GR,M,1875,Schweizer Berghilfe,deklariert,beirat,mitglied,,Stiftung,0
Staatspolitik/Staatswirtschaft,Berggebiete,Susanne Vincenz-Stauffacher,4296,FDP,RL,SG,F,13247,"alpinfra, Hilfe für Berggemeinden",deklariert,vorstand,mitglied,2022-01-22,Verein,0
Staatspolitik/Staatswirtschaft,Gemeinden,Albert Rösti,4100,SVP,V,BE,M,2515,Gemeinde Uetendorf,nicht-deklariert,vorstand,praesident,,Staatlich,
Staatspolitik/Staatswirtschaft,Gemeinden,Alex Farinelli,4259,FDP,RL,TI,M,7816,Comune di Comano,nicht-deklariert,vorstand,praesident,,Staatlich,
Staatspolitik/Staatswirtschaft,Gemeinden,Barbara Schaffner,4287,GLP,GL,ZH,F,8154,Zürcher Planungsgruppe Furttal,deklariert,vorstand,mitglied,,Verein,1250
Staatspolitik/Staatswirtschaft,Gemeinden,Barbara Schaffner,4287,GLP,GL,ZH,F,8155,Verband der Gemeindepräsidenten des Kantons Zürich,deklariert,vorstand,mitglied,,Staatlich,0
Staatspolitik/Staatswirtschaft,Gemeinden,Barbara Schaffner,4287,GLP,GL,ZH,F,7877,Gemeinde Otelfingen,deklariert,vorstand,praesident,2018-07-01,Staatlich,32000
Staatspolitik/Staatswirtschaft,Gemeinden,Brigitte Crottaz,4219,SP,S,VD,F,5925,Commune d'Epalinges,deklariert,vorstand,mitglied,2021-07-01,Staatlich,4500
Staatspolitik/Staatswirtschaft,Gemeinden,Christine Badertscher,4246,Grüne,G,BE,F,7472,Verein Förderung junge Personen in der Gemeindepolitik,deklariert,vorstand,vizepraesident,,Verein,0
Staatspolitik/Staatswirtschaft,Gemeinden,Daniel Ruch,4329,FDP,RL,VD,M,13785,La commune de Corcelles-le-Jorat,deklariert,vorstand,praesident,,Staatlich,20000
Staatspolitik/Staatswirtschaft,Gemeinden,Hannes Germann,825,SVP,V,SH,M,1800,Tripartite Konferenz,nicht-deklariert,vorstand,mitglied,,Staatlich,
Staatspolitik/Staatswirtschaft,Gemeinden,Hannes Germann,825,SVP,V,SH,M,1798,Schweizerischer Gemeindeverband,deklariert,vorstand,praesident,,Verein,1
Staatspolitik/Staatswirtschaft,Gemeinden,Lorenz Hess,4094,M,M-E,BE,M,10979,Gemeinde Stettlen,deklariert,vorstand,praesident,,Staatlich,1
Staatspolitik/Staatswirtschaft,Gemeinden,Martin Bäumle,1138,GLP,GL,ZH,M,4822,Gemeinde Dübendorf,deklariert,vorstand,mitglied,,Staatlich,0
Staatspolitik/Staatswirtschaft,Gemeinden,Martina Bircher,4250,SVP,V,AG,F,7646,Gemeinde Aarburg,nicht-deklariert,vorstand,mitglied,,Staatlich,
Staatspolitik/Staatswirtschaft,Gemeinden,Michael Graber,4319,SVP,V,VS,M,12010,Stadtgemeinde Brig-Glis,nicht-deklariert,vorstand,mitglied,2019-01-01,Staatlich,
Staatspolitik/Staatswirtschaft,Gemeinden,Mike Egger,4229,SVP,V,SG,M,8031,Stiftung Quinten lebt,deklariert,vorstand,mitglied,,Stiftung,0
Staatspolitik/Staatswirtschaft,Gemeinden,Monika Rüegger,4285,SVP,V,OW,F,7687,Gemeinde Engelberg,nicht-deklariert,taetig,,,Staatlich,
Staatspolitik/Staatswirtschaft,Gemeinden,Olivier Feller,4077,FDP,RL,VD,M,2761,Commune de Genolier,deklariert,vorstand,mitglied,,Staatlich,100
Staatspolitik/Staatswirtschaft,Gemeinden,Piero Marchesi,4311,SVP,V,TI,M,7993,Comune di Monteggio,nicht-deklariert,vorstand,praesident,,Staatlich,
Staatspolitik/Staatswirtschaft,Gemeinden,Piero Marchesi,4311,SVP,V,TI,M,12143,Ente Regionale per lo Sviluppo del Luganese,deklariert,vorstand,mitglied,2021-09-17,Verein,1
Staatspolitik/Staatswirtschaft,Gemeinden,Priska Seiler Graf,4199,SP,S,ZH,F,7368,Schweizerischer Gemeindeverband,deklariert,vorstand,mitglied,,Verein,800
Staatspolitik/Staatswirtschaft,Gemeinden,Stefan Müller-Altermatt,4063,M,M-E,SO,M,5291,Verein Region Thal,nicht-deklariert,vorstand,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Gemeinden,Stefan Müller-Altermatt,4063,M,M-E,SO,M,5287,Gemeinde Herbetswil,deklariert,vorstand,praesident,2009-10-01,Staatlich,19000
Staatspolitik/Staatswirtschaft,Justiz,Beat Flach,4059,GLP,GL,AG,M,6730,"Verein ""Unser Recht""",nicht-deklariert,vorstand,mitglied,,Verein,
Staatspolitik/Staatswirtschaft,Justiz,Christa Markwalder,1139,FDP,RL,BE,F,4398,Schweizerischer Verband der Friedensrichter und Vermittler,nicht-deklariert,beirat,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Justiz,Christian Lohr,4118,M,M-E,TG,M,7218,Interparlamentarische Union IPU,nicht-deklariert,vorstand,vizepraesident,,Staatlich,
Staatspolitik/Staatswirtschaft,Justiz,Pirmin Bischof,3871,M,M-E,SO,M,1808,Stiftung für schweizerische Rechtspflege,deklariert,vorstand,mitglied,,Stiftung,1
Staatspolitik/Staatswirtschaft,Justiz,Regine Sauter,4202,FDP,RL,ZH,F,13503,Swiss Arbitration Centre AG,nicht-deklariert,vorstand,mitglied,2021-05-27,AG,
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Adèle Thorens Goumaz,3907,Grüne,G,VD,F,7154,Fondation The Ark,deklariert,beirat,mitglied,,Stiftung,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Alexandre Berthoud,4330,FDP,RL,VD,M,13777,Association Région Gros-de-Vaud,deklariert,beirat,praesident,2021-01-01,Verein,50
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Alexandre Berthoud,4330,FDP,RL,VD,M,13775,Association Région Gros-de-Vaud,deklariert,vorstand,mitglied,2021-01-01,Verein,50
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Charles Juillard,4240,M,M-E,JU,M,8165,Fondation pour le développement et la promotion du patois,deklariert,beirat,praesident,,Stiftung,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Christine Badertscher,4246,Grüne,G,BE,F,7479,Identität Oberaargau,deklariert,vorstand,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Daniel Ruch,4329,FDP,RL,VD,M,13784,Communauté Régionale de la Broye,deklariert,vorstand,mitglied,,Verein,650
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Daniel Ruch,4329,FDP,RL,VD,M,13786,Kanton Waadt,deklariert,taetig,,2012-07-01,Staatlich,25000
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Erich Ettlin,4206,M,M-E,OW,M,3756,Standort Promotion in Obwalden,deklariert,beirat,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Felix Wettstein,4299,Grüne,G,SO,M,12319,Vereinigung Starke Region Basel/Nordwestschweiz,deklariert,vorstand,praesident,2021-10-26,Verein,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Jacques Nicolet,4168,SVP,V,VD,M,11032,Association pour le Développement du Nord Vaudois,deklariert,geschaeftsfuehrend,,2020-10-01,Verein,300
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Laurent Wehrli,4194,FDP,RL,VD,M,3568,Kanton Waadt,deklariert,beirat,praesident,,Staatlich,1500
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Laurent Wehrli,4194,FDP,RL,VD,M,7202,Kanton Waadt,deklariert,beirat,mitglied,,Staatlich,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Marie-France Roth Pasquier,4284,M,M-E,FR,F,8116,Commission cantonale des affaires culturelles du canton de Fribourg,deklariert,vorstand,praesident,,Staatlich,1
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Martin Landolt,4008,M,M-E,GL,M,6670,Kanton Glarus,nicht-deklariert,taetig,,1998-06-01,Staatlich,
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Martina Bircher,4250,SVP,V,AG,F,7651,Regionalverband zofingenregio,nicht-deklariert,taetig,,,Verein,
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Mathias Zopfi,4244,Grüne,G,GL,M,7690,Kanton Glarus,deklariert,taetig,,,Staatlich,750
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Mathias Zopfi,4244,Grüne,G,GL,M,7691,Kanton Glarus,deklariert,taetig,,,Staatlich,2500
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Monika Rüegger,4285,SVP,V,OW,F,12102,Standort Promotion in Obwalden,deklariert,beirat,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Patricia von Falkenstein,4324,LDP,RL,BS,F,13073,Kanton Basel-Stadt,deklariert,beirat,mitglied,,Staatlich,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Philipp Kutter,4225,M,M-E,ZH,M,6231,Standortförderung Zimmerberg-Sihltal,deklariert,geschaeftsfuehrend,vizepraesident,,Verein,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Sandra Locher Benguerel,4273,SP,S,GR,F,7839,Kanton Graubünden,deklariert,taetig,,,Staatlich,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Therese Schläpfer,4234,SVP,V,ZH,F,6891,Sozialkonferenz Kanton Zürich,nicht-deklariert,vorstand,mitglied,,Staatlich,
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Thomas de Courten,4051,SVP,V,BL,M,383,Komitee für ein selbständiges Baselbiet,deklariert,vorstand,praesident,,Verein,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Verena Herzog,4129,SVP,V,TG,F,6610,Kanton Thurgau,nicht-deklariert,beirat,mitglied,,Staatlich,0
Staatspolitik/Staatswirtschaft,Kantone/Regionen,Yves Nidegger,3898,SVP,V,GE,M,6837,Republik und Kanton Genf,deklariert,taetig,,,Staatlich,1
Staatspolitik/Staatswirtschaft,Migration,Balthasar Glättli,4093,Grüne,G,ZH,M,4699,Schweizerische Beobachtungsstelle für Asyl- und Ausländerrecht,nicht-deklariert,beirat,mitglied,,Verein,-1
Staatspolitik/Staatswirtschaft,Migration,Claudia Friedl,4131,SP,S,SG,F,6209,INTERPRET Schweizerische Interessengemeinschaft für interkulturelles Dolmetschen und Vermitteln,deklariert,vorstand,praesident,2017-05-16,Verein,0
Staatspolitik/Staatswirtschaft,Migration,Franziska Ryser,4286,Grüne,G,SG,F,11645,Aida Die Schule für fremdsprachige Frauen,deklariert,vorstand,praesident,2021-01-29,Verein,2000
Staatspolitik/Staatswirtschaft,Migration,Natalie Imboden,4328,Grüne,G,BE,F,13496,Informationsstelle für Ausländerinnen-  und Ausländerfragen,deklariert,vorstand,mitglied,2016-11-25,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Andrea Geissbühler,3880,SVP,V,BE,F,5117,"Egerkinger Komitee - Initiativkomitee ""Ja zum Verhüllungsverbot""",nicht-deklariert,vorstand,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Andreas Glarner,4161,SVP,V,AG,M,5118,"Egerkinger Komitee - Initiativkomitee ""Ja zum Verhüllungsverbot""",nicht-deklariert,vorstand,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Beat Flach,4059,GLP,GL,AG,M,6105,Verein Projekt Doppeltür,nicht-deklariert,beirat,mitglied,,Verein,
Staatspolitik/Staatswirtschaft,Religion,Beat Walti,4142,FDP,RL,ZH,M,6099,Verein Projekt Doppeltür,deklariert,vorstand,mitglied,2022-07-06,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Benedikt Würth,4237,M,M-E,SG,M,12141,Verein Kloster Maria Rosengarten Wonnenstein,deklariert,beirat,mitglied,2021-09-11,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Benjamin Roduit,4220,M,M-E,VS,M,7369,Ecole des missions,nicht-deklariert,taetig,,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Benjamin Roduit,4220,M,M-E,VS,M,5986,Association des Amis de L'Hospice du Grand-Saint-Bernard,deklariert,vorstand,praesident,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Benjamin Roduit,4220,M,M-E,VS,M,5983,Fondation Maison de la Famille à Vérolliez en liquidation,deklariert,vorstand,praesident,,Stiftung,0
Staatspolitik/Staatswirtschaft,Religion,Brigitte Häberli-Koller,1106,M,M-E,TG,F,5200,Forum christlicher Führungskräfte,nicht-deklariert,beirat,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Brigitte Häberli-Koller,1106,M,M-E,TG,F,4572,Barockkirche Fischingen,deklariert,vorstand,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Cédric Wermuth,4057,SP,S,AG,M,6100,Verein Projekt Doppeltür,nicht-deklariert,beirat,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Christian Lohr,4118,M,M-E,TG,M,5199,Forum christlicher Führungskräfte,nicht-deklariert,beirat,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Elisabeth Schneider-Schneiter,4040,M,M-E,BL,F,10873,Benediktinerkloster Mariastein,nicht-deklariert,beirat,mitglied,2019-10-01,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Eric Nussbaumer,3899,SP,S,BL,M,5198,Forum christlicher Führungskräfte,nicht-deklariert,beirat,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Eva Herzog,4239,SP,S,BS,F,10869,Benediktinerkloster Mariastein,deklariert,beirat,mitglied,2019-10-01,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Irène Kälin,4218,Grüne,G,AG,F,10930,Verein Projekt Doppeltür,nicht-deklariert,beirat,mitglied,,Verein,0
Staatspolitik/Staatswirtschaft,Religion,Jean-Luc Addor,4154,SVP,V,VS,M,5115,"Egerkinger Komitee - Initiativkomitee ""Ja zum Verhüllungsverbot""",nicht-deklariert,vorstand,mitglied,,Verein,0
